ID,Nmut,SumObs,MeanObs,VarObs,MedSVM,MinSVM,MaxSVM,AlphaPurif,AlphaPos,BetaPos,NiterPurif,NiterPos,Nbins,LL_neutral,LL_purif,LL_pos,LRT_null_purif,LRT_purif_pos,p_value_null_purif,p_value_purif_pos,p_value_null_pos,Conclusion
3R:21127319:21127783:tx_tx-GFP_embryonic_1,22,-1.5448773999999998,-0.0702217,1.0206970672240343,-0.236485,-6.089082,5.1981845,2.135253906250003,2.430903992699259,1.9127129059313743,17,39,1389,-156.06963167485893,-154.52680032113497,-154.1102465334326,3.0856627074479093,0.8331075754047674,0.0789850833658252,0.3613754776715443,0.1409450555601167,Neutral model
2R:17427469:17427661:tx_tx-GFP_embryonic_1,11,6.829542099999999,0.6208674636363636,1.7402636501007185,-0.311589,-4.670541,4.2169552,1.00693359375,2.5554966566868957,0.7371755334227381,10,48,567,-68.28279440658055,-68.28275213865636,-65.8011426258065,8.453584837297967e-05,4.963219025699715,0.9926640831463266,0.025891965544518097,0.083605014320991,Neutral model
2R:16594569:16594763:tx_tx-GFP_embryonic_1,7,-1.0990376000000002,-0.15700537142857146,0.9401596097088222,-0.3146261,-3.2930007,2.7425624,1.1767578125000007,1.3784883979067313,0.7736974885321708,12,37,582,-43.972154542055335,-43.957252600485006,-43.72846967830065,0.029803883140658627,0.45756584436871606,0.8629359713306765,0.4987637816095104,0.7837345785226727,Neutral model
2R:16815066:16815311:tx_tx-GFP_embryonic_1,22,3.159599199999999,0.1436181454545454,0.8564332501310324,-0.3700922,-7.2744915,3.6512031,1.4292968750000012,2.655860252747437,1.1332017249247703,14,63,735,-145.9628930957326,-145.65990042983827,-142.03437789233448,0.605985331788645,7.251045075007596,0.43630342037711367,0.007085976053191087,0.019672861075467497,Neutral model
2L:2987996:2988127:tx_tx-GFP_embryonic_1,15,-8.831373,-0.5887581999999999,0.635735686730936,-0.4360239,-6.6525278,3.4851192,2.1504882812500026,2.3236514142124776,3.7195709554931575,17,45,393,-88.82721049884272,-87.78668568527527,-86.76639495244079,2.081049627134888,2.0405814656689643,0.14913759259209347,0.1531510938310023,0.12735006764257473,Neutral model
3L:20841386:20841850:tx_tx-GFP_embryonic_1,25,-6.4441052,-0.257764208,2.423578038458459,-0.2233352,-5.0757356,4.4536187,0.16650390624999925,0.25597340207595737,0.04252133410308493,17,42,1257,-176.02777842571092,-174.58988485742987,-174.49914214617857,2.87578713656211,0.1814854225025897,0.0899209978209745,0.6700997875309086,0.21683116287838022,Neutral model
3L:21216823:21216997:tx_tx-GFP_embryonic_1,12,-3.7578719,-0.3131559916666667,1.7610581009930273,-0.38647010000000004,-4.5345825,4.4892845,1.311816406250001,1.3927200892494813,1.2268924870601663,14,34,522,-72.0820039772872,-71.99324512794941,-71.9620327517546,0.17751769867558664,0.0624247523896031,0.6735152271698396,0.8027037692830735,0.88694595774753,Neutral model
3L:16480404:16480715:tx_tx-GFP_embryonic_1,11,11.2420079,1.0220007181818183,1.0906215286212395,-0.1527735,-6.1805201,7.0261909,0.000195312499999112,2.9706422660455223,4.970769180385332e-10,26,105,927,-72.22601951249806,-70.59295636509617,-65.65310733625769,3.266126294803769,9.879698057676961,0.07072444075895978,0.0016711235959020732,0.0013977210694143332,Directional (+)
2R:11614723:11615187:tx_tx-GFP_embryonic_1,22,3.7035434999999985,0.16834288636363628,2.5275486927444657,-0.3641653,-7.1177076,4.279844,0.6209960937499998,1.208323958862369,0.4461909605924385,14,35,1074,-150.85780031529566,-150.45403876589543,-149.20750309724835,0.8075230988004591,2.493071337294168,0.3688535620083887,0.11434838071135052,0.19199283640379367,Neutral model
X:2297548:2297904:tx_tx-GFP_embryonic_1,12,1.1343041999999999,0.09452535,0.7828652598392226,-0.33311555000000004,-5.3709991,4.5790412,1.3774414062500009,1.871968771852799,0.7751511795707287,14,43,1068,-82.0233285146374,-81.90767567628994,-80.70317451154192,0.23130567669491597,2.4090023294960474,0.6305573744666797,0.12063922903888646,0.2670941654700903,Neutral model
